video_id,channel_name,video_title,freq_cut_per_video,video_duration_sec,dominant_color,view_count,title_word_count,video_category,is_for_kids,date_published_cleaned,key_dopamine_factor,dopamine_label
hWdLhB2okqA,Peppa Pig,Peppa Pig Full Episodes  Swimming with Peppa and George Family,1,313,Multi Colors,293134496,10,Entertainment ,1,24-05-2019,Visual Effects,1
OjitqZ5Fwfk,Cartoonito,King LoopÂ ,0,80,Brown,18328,2,Entertainment ,1,10-10-2016,Distinctive Sound Effects,0
auOIbW1uHJE, Disney Kids,Art Attack - 'Handy Manny' Big Art,1,220,Red,2281241,6,Informative,1,08-06-2012,Element of Surprise,1
T1Fnb4iVf-c,Genki Park,Brush Your Teeth Song,1,174,White,129280514,4,Nursery Rhymes,1,05-12-2021,Repetitive Music/Audio,1
kvlWTI672sk,World of WONDERS For Kids,Healthy and Unhealthy Foods for Kids,1,445,Multi Colors,101534,6,Informative,1,22-03-2025,No Dominant Factor,0
jfaFL3D2Lfg,Genevieve's Playhouse-Learning Videos for Kids,"Toy Learning Video for Toddlers Learn Shapes, Colors, Food Names, Counting with a Birthday Cake!",1,600,Multi Colors,286518168,15,Education,1,10-07-2018,Visual Effects,1
xn61hDuj2nk,BabyBus - Kids Songs and Cartoons,Baby Panda Saves Baby Egg,0,348,Green,15436678,5,Entertainment ,1,20-03-2019,Familiar Characters,1
sj7KGWSi4k0,English Avenue,Charlie Chaplin: The Homeless Boy Who Became a Legend ,1,1429,Black,284002,9,Motivation,0,03-03-2025,Engaging Narrative,0
Bjjg_bmpSSU,The Wordy Tales,Secret of Happiness ,1,322,Pastel Colors,243955,3,Motivation,0,16-12-2024,Engaging Narrative,0
iR-JFks6uI0,Explainer Animated Videos,(Piper) A JOY STORY - Oscar winning short film,1,243,White,2775708,8,Entertainment ,0,23-03-2018,On-screen Positive Feedback,1
XS0hnPs1Aac,Art for Kids Hub,Color Wheel,0,334,Red,36246,2,Informative,1,08-07-2012,Visual Effects,0
PA21Bok59rQ,Steve TV Show,Steve Harvey Finds the Hole in Jackie Chanâ€™s Head,0,183,No Dominant Color,10872907,9,Entertainment ,0,13-08-2017,Familiar Characters,0
dJpIU1rSOFY,Peekaboo Kidz,What Is An Earthquake?,1,222,Green,9636423,4,Informative,1,10-06-2015,Creative Elements,1
BNDuMlcBKEg,Kieran Brown,In Real Life Community Montage!,1,127,No Dominant Color,19203,5,Entertainment ,0,05-12-2012,No Dominant Factor,0
j1TKhGBIKFk,English Speeches,ENGLISH SPEECH | CRISTIANO RONALDO,1,667,No Dominant Color,319984,4,Informative,0,15-12-2024,Familiar Characters,0
1MYa_8ExJF0,Little Sports,Tell Your Kids To Do These 5 Daily Exercises,0,1372,No Dominant Color,43587,9,Informative,1,14-12-2020,Unique Animation Style,0
pXRviuL6vMY,Fueled By Ramen,twenty one pilots: Stressed Out [OFFICIAL VIDEO],1,225,Red,3099926393,7,Music,0,28-03-2015,Catchy/Melodic Music,1
cMGmvKvYES8,The Family Fudge,Costco HAUL || Winco AND The Grocery Outlet,0,913,No Dominant Color,58337,7,Entertainment,0,15-03-2016,Exploration and Discovery,0
Pau-WIleqMs,Moonbug Kids,Blippi Travels to India ,1,506,Blue,587383,4,Travel Vlog,1,10-11-2020,Familiar Characters,0
JjcAeeEGBiU,OLIVER SHOW,Diana and Roma 24 hours in baby Oliver's room | Baby Room Challenge,1,219,Multi Colors,44748,12,Entertainment,1,26-04-2023,Visual Effects,1
8QZmnW9CobA,TechJoint,100 Coolest Amazon Gadgets and Inventions,1,2716,No Dominant Color,2141016,6,Informative,0,21-05-2024,No Dominant Factor,0
wkpRLK9bjos,Not David,What Actually Is Complexity Science?,0,546,Black,13565,5,Informative,0,16-04-2022,No Dominant Factor,0
V_M3Jw3zoPY,Charlie Chaplin,Charlie Chaplin - The Kid - Pancake Scene,1,154,Black and White,57761447,6,Entertainment,0,16-08-2020,Distinctive Sound Effects,1
9_WBQISVHnw,Genevieve's Playhouse - Learning Videos for Kids,Best Learning Video for Toddlers Learn Colors with Crayon Surprises!,1,622,Bright Colors,2167951198,10,Informative,1,05-01-2019,Element of Surprise,1
do1lP632bY8,Peekaboo Kidz,What If We Drank COLA Everday?,1,304,Multi Colors,9300968,6,Informative,1,26-02-2021,Familiar Characters,0
YXwnKgSXFKE,Animal HT,Monkey Baby Bon Bon oes to the toilet and plays with Ducklings in the swimming pool,0,1861,Blue,1502056149,16,Entertainment ,1,08-02-2023,Familiar Characters,0
TI514T-oyOg,Mister Max,Max and Katy playing with Ride-on Toy Cars,1,637,Yellow,155142102,9,Entertainment ,1,22-02-2019,Element of Surprise,1
6Ekfvox2tKA,SciShow Kids,Whizpops! Manta Ray Music Video,0,156,Multi Colors,87793,5,Music,1,13-10-2015,Catchy/Melodic Music,0
Cpb8E6p0AzU,Fairy Tales and Stories for Kids,The Little Mermaid stories for kids cartoon animation,1,1221,Multi Colors,39460,8,Entertainment,1,08-09-2018,Familiar Characters,1
d3GkLPGPtN8,Jay Shetty Podcast,"If You're In Your 20s, Watch This BEFORE It's Too Late (Seriouslyâ€¦) ",0,2421,Blue,425289,10,Informative,0,16-05-2025,No Dominant Factor,0
1hkvc3kG1dg,The Ambience Girl,Explore Palatial Homes of Prestige: Multimillion Dollar Mansions Crafted to Captivate and Inspire,1,140,White,176332,13,Entertainment,0,12-06-2025,Visual Effects,0
wj3uHcu2S_I,Nas Daily,Alan Watts: The Dream of Life!,1,61,No Dominant Color,41290,6,Informative,0,01-07-2016,No Dominant Factor,0
1Jgoaj_Kudc,Pause with Drama,Feeling Trapped,1,490,Black,22837,6,Entertainment,0,28-07-2025,Engaging Narrative,0
eW_-A8vssNc,DB MotionVerse,A Letter Never Sent ,1,264,Yellow,6493,3,Entertainment ,0,12-06-2025,No Dominant Factor,0
a5V6gdu5ih8,BBC Earth,Lion Trapped by Clan of HyenasÂ ,0,213,Brown,105494115,6,Entertainment ,0,26-11-2018,Familiar Characters,1
dxsawQOQ9lU,CoolVision,New York USA. The largest city in America,1,2507,No Dominant Color,7856777,8,Entertainment ,0,09-11-2021,Exploration and Discovery,0
CaBEdunlaOU,NuNu Tv - Nursery Rhymes,Boo Boo Song + More Nursery Rhymes & Kids Songs,1,848,Yellow,16869080,8,Music,1,17-06-2025,Repetitive Music/Audio,1
IWc-hotGwcM,WB Kids,Tom & Jerry,1,12053,Pastel Colors,35127579,2,Entertainment,1,28-01-2023,Distinctive Sound Effects,1
CckD41netf4,Kiddiz Tv,Ice Cream Ice Cream,1,120,Multi Colors,654,4,Music,1,06-05-2024,Repetitive Music/Audio,0
Fi6kMr5GFYc,The Scary Cherry,15 Surprising Things Found In The Middle Of Nowhere,0,1326,Brown,63214,9,Informative,0,03-08-2021,Distinctive Sound Effects,0
jKe24jmE-9s,Kidibli (Kinder Spielzeug Kanal),Superhero Toys Collection for Kids,1,713,Green,141828537,5,Entertainment ,1,12-03-2019,Familiar Characters,1
BfzMi1EOe4I,CasiCreativo English,Your Organs When You Eat Too Much Sugar,1,147,Multi Colors,4226806,8,Informative,0,07-12-2022,Visual Effects,1
_UNe6tz28OI,Genevieve's Playhouse,Best Toy Learning Video for Toddlers and Kids - Learn Colors and Counting in the Garden!,1,369,Multi Colors,133532274,16,Education,1,23-03-2021,Visual Effects,1
2jAH-51feAA,Cleo Abram,Supersonic Planes Are Coming BACK,0,893,Green,4020030,5,Education,0,12-12-2023,No Dominant Factor,0
dUXk8Nc5qQ8,The Singing Walrus,Action Songs for kids,0,228,Yellow,158499572,4,Music,1,24-09-2015,Repetitive Music/Audio,1
hs39dU2tblQ,Big Bang Academy Kids,Photosynthesisï½œGreen Lover | Vegetable Experiment at home!ï½œChromatography | Science Videos for Kids,1,243,White,15953,12,Education,1,17-02-2022,Discovery,0
V3cVVabChGU,The Kids' Picture Show,Counting Olives - Two Dozen Olives,1,78,Black,576104,5,Education,1,12-04-2013,No Dominant Factor,0
yA79KYMLUpI,Vogue,Inside Emma Watson's Prada Backpack,1,469,No Dominant Color,6145858,5,Entertainment,0,14-09-2023,Familiar Characters,1
PT2_F-1esPk,The Chainsmokers,The Chainsmokers - Closer (Lyric) ft. Halsey,1,261,No Dominant Color,3272633000,6,Music,0,29-07-2016,Catchy/Melodic Music,1
EIUJfXk3_3w,BBC Earth,Puffin Hunts Fish To Feed Puffling Blue Planet II,0,477,Blue,4104250,8,Informative,0,07-08-2021,Distinctive Sound Effects,0
J-fOpp1_lMY,Marvel HQ,Spidey & Miles Aren't Kitten Around!,1,182,Red,29914505,5,Entertainment ,1,27-10-2017,Familiar Characters,1
PWirijQkH4M,MrBeast,Worldâ€™s Deadliest Obstacle Course!,1,1704,Black,344804445,4,Entertainment,0,15-06-2024,Exploration and Discovery,1
4MdR_BEAEFA,Like Natsya,Nastya takes care of little sister and her toy babies,1,1431,Green,10001477,10,Entertainment,1,24-07-2025,Visual Effects,1
0LHmevWVvpc,harisego,I Wanna Grow Old With You - Westlife,1,248,Peach,179902412,7,Music,0,27-09-2017,Catchy/Melodic Music,1
8Wv_8HV8NxU,inspirationX,An animated Biography of the inspiring Walt Disney,0,515,White,477692,8,Informative,0,09-05-2017,Engaging Narrative,0
P6FORpg0KVo,TED,How to Make Learning as Addictive as Social Media,0,774,Black,9344650,9,Informative,0,26-08-2023,No Dominant Factor,0
SJkqGhBWvGc,The Wordy Tales,Stop Filling Your Life With Noise,1,338,Pastel Colors,19592,6,Motivation,0,22-07-2025,Engaging Narrative,0
_BmlZz4f7JY,Relax Zone,Let The Quiet Keep You Safe,0,2483,Green,317713,6,Music,0,13-04-2025,On-screen Positive Feedback,0
tNaOS1_yTFE,STEVE AND MAGGIE,Magic Toys for Kids + MORE Stories for Children from Steve and Maggie,0,837,Red,90380424,12,Entertainment,1,25-07-2018,Element of Surprise,1
8SCv88yriYs,RelentX,How to Force Your Brain to Crave Doing Hard Things,1,161,No Dominant Color,41734,10,Informative,0,02-07-2025,No Dominant Factor,0
vW5GQ_ekjZ4,Pierre Mailhes,Baby's Day Out 1994 Memorable Moments,1,6372,Blue,2659681,6,Entertainment ,1,01-04-2020,Character Novelty,1
AVcVQLPKY-I,Tumble Leaf - Official Channel,FUNNEL | PINWHEEL | TREASURE | WATERING CAN,0,548,Brown,12356,5,Entertainment,1,14-06-2024,Unique Animation Style,0
xLTCivIB4kU,Brett Conti,The Most Perfect Country on the Planet,0,1131,Green,7027691,7,Tourism,0,22-09-2021,Element of Surprise,1
7UZHN7Lulck,Beadies â€“ Educational Cartoons & Early Lerning,Beadies - Hello Song - Nursery Rhymes & Songs,1,101,Multi Colors,8850,7,Nursery Rhyme,1,13-03-2023,Catchy/Melodic Music,0
mJG04WN6HZs,APRO The Robot,Arpo the Robot ,1,641,Multi Colors,414792906,3,Entertainment ,1,17-11-2019,Visual Effects,1
AqDKJ4zeAVQ,Little Owl Beam,Poisoned apple: Snow white.,1,516,Blue,659,4,Short Story,1,28-07-2025,Engaging Narrative,0
1vknaEISQvY,Games For Kids Hub,Let's Play Minecraft - Trying To Find A Village (Episode 8),1,1074,No Dominant Color,63977,10,Gaming,1,20-03-2016,Game-like Progression,0
_JnWad9qoDk,Llama Llama,Getting Ready for the Party,1,138,Green,14285,5,Entertainment,1,17-11-2019,No Dominant Factor,0
s-93WT5MNTM,SBC Discovery Kids,Building God's Temple,1,450,Black,35,3,Informative,1,25-07-2025,No Dominant Factor,0
gm2_6DX_0Bw,Dude Perfect,World Record Edition,1,490,Violet,127235425,3,Entertainment,0,17-05-2016,Familiar Characters,1
2pg4QOqW-aI,WildBrain Zoo,The Snail is Chased by a Dangerous Bird! ,1,912,Green,32077986,8,Entertainment ,1,22-08-2022,Distinctive Sound Effects,1
KYyeNmoLVv0,Kiddiz Tv,Row Row Row Your Boat,0,56,Blue,560,5,Music,1,11-05-2024,Repetitive Music/Audio,0
tChuU2owaOI,Hopscotch,Sentence Song (British English Version),0,118,White,506982,5,Music,1,14-02-2018,No Dominant Factor,0
MI_v5wF2pPA,DareX,The power wheels plane broken down - Paw Patrol repaired the plane,1,165,Yellow,91368509,11,Entertainment,1,09-06-2018,Creative Elements,1
d4qm2sMqQ6M, zooAini,The Baby Panda's Soft Adventures ,1,183, White,228,5,Entertainment,0,29-06-2025,No Dominant Factor,0
BBmrEc7m6-o,BBC Earth,Nile Ibis Birds Create Swimming Pools,0,54,No Dominant Color,66356,6,Informative,0,18-05-2009,No Dominant Factor,0
eiO8IzhYwnQ,Shaun the Sheep & Friends,Shaun the Sheep Season 1,1,720,White,5025097,4,Entertainment,1,17-09-2023,Creative Elements,1
b-Pn0yXL9y8,Motiversity,5 Minutes to Start Your Day Right! ,1,374,No Dominant Color,465191,7,Informative,0,17-04-2020,No Dominant Factor,0
mx6MzHYzEfY,CBS 42,'Apparently' kid interviewed at Pennsylvania county fair,0,84,White,22974490,7,Entertainment ,0,06-08-2014,Character Novelty,1
U4wui1mtotg,Wrath of Math,An Introduction to Sets (Set Theory),0,367,White,27256,6,Education,0,12-09-2016,No Dominant Factor,0
ohKjikxHYAU,Bible In a Nutshell,7 Animated Bible Stories,1,1071,No Dominant Color,807560,4,Entertainment,0,31-12-2023,No Dominant Factor,0
idrbwnWLJ7w,TED-Ed,What staying up all night does to your brain,1,336,Pink,4833713,9,Education,0,21-11-2024,No Dominant Factor,0
7ZWUKxeIDWQ,Bloomberg Orginals,What YouTubeâ€™s CEO Really Thinks About YouTube ,1,1441,Multi Colors,567770,7,Informative,0,30-05-2024,Creative Elements,0
p0jt4n92ZMY,Disney Kids,Magical Ocean Moments!,1,332,Blue,308135528,3,Music,1,15-12-2019,Familiar Characters,1
qmVaEn57EHY,Infobells,Jingle Bells Songs for Children,1,150,Red,141182944,5,Music,1,14-12-2015,Repetitive Music/Audio,1
sAGzZzLrIqg,The Mindfulness Teacher,5 Min Classroom Timer // SUNSET // Relaxing Music,0,315,Purple,55101,7,Music,1,30-09-2021,Catchy/Melodic Music,0
H3EaJLGD7Z8,Sprouts,Teaching for Mastery Learning,0,107,White,46477,4,Education,0,04-11-2014,Distinctive Sound Effects,0
dUDi-F6eAvk,HBO Max,Will Colbert Reunites With Rachel Green on Thanksgiving ,1,307,No Dominant Color,1868499,8,Entertainment ,0,23-11-2024,No Dominant Factor,0
uQiUTFO78Jk,Boddle Learning,Adding Number (Up to 20),0,243,Red,383595,5,Education,1,18-08-2019,Distinctive Sound Effects,0
ppunAo8ckBc,Binge Society ,Catch me if you can: Pretending to be a substitute teacher ,0,229,No Dominant Color,27017742,11,Entertainment ,0,11-08-2021,Familiar Characters,1
3tDJQ4FUvz0,KIS KIS-keep it short,Animated short film on the power of friendship ,1,868,Black,657655,8,Entertainment,1,28-08-2023,Unique Animation Style,0
s2gkocET-v8,TheEllenShow,Halloween Costumes for Your Kids!,1,355,Red,35962007,5,Entertainment,0,16-11-2013,Interactive Kids,1
h5XLRf73sTE,Masha and the Bear,Masha and the Bear 2025  Why Should We Brush Our Teeth? ,1,1068,Purple,10319312,11,Entertainment ,1,31-05-2025,Familiar Characters,1
WT6OkZApBFw,Supercar Blondie,Inside The $50 Million Miniature World,1,919,Multi Colors,2618000,6,Entertainment,0,31-10-2024,Eye Catching Miniatures,1
Z6CdNwGpet8,ToysPlay,Wendy and Andrew Learn to Share Food and Pretend Cook Toy Food,1,203,Red,569364431,12,Food Vlog,1,13-02-2020,Visual Effects,1
UYLVdlNWGRo,Max Fosh,University ChallengedÂ ,1,162,Black,217754,2,Entertainment ,0,18-10-2017,No Dominant Factor,0
HhesaQXLuRY,Trailer Blend,Breaking Bad Trailer,1,127,Multi Colors,14096592,3,Entertainment,0,23-04-2013,Familiar Characters,1
RM9ocdUmZ8g,BBC Earth Kids,Cute Grizzly Bear Cubs Go Fishing ,0,197,No Dominant Color,52501,6,Informative,1,27-11-2019,No Dominant Factor,0
b2sjCyAsFbM,Peter Rabbit,Peter Rabbit - Camping by the Lake ,1,1328,Green,20577743,7,Entertainment ,1,12-06-2021,Distinctive Sound Effects,1
xaCEwyKD_Ug,Netflix India,Bheem Cooks The Best Pongal,0,154,Brown,808113984,5,Entertainment ,1,09-01-2021,Familiar Characters,1
ds0z8BcGDk4,Paul Breed ,Gunthers Ride,0,2293,No Dominant Color,1868100,2,Informative,0,23-02-2025,Exploration and Discovery,0
e3EUdhLcK04,Tudo Tech HD,"Amazing Manufacturing Process for LED TVs, Smartphones and Other Modern Production Methods",0,786,No Dominant Color,9822,12,Informative,0,11-07-2023,Distinctive Sound Effects,0
yjIvkCaq0Zc,The One Academy,Lost,1,334,Yellow,291273,1,Entertainment,0,23-04-2025,No Dominant Factor,0
gvocDKs_Sno,Dude Perfect,Oreo Roll Roulette!,0,57,Multi Colors,184643170,3,Entertainment,0,28-01-2023,Familiar Characters,1
aISXCw0Pi94,TED,Molly Wright: How Every Child Can Thrive by Five,0,462,Red,8641046,9,Informative,1,09-08-2021,On-screen Positive Feedback,1
wOijS9OE_a4,LEGO,LEGO Hero Factory - Jawblade,1,30,Blue,26318,4,Entertainment,1,03-02-2012,No Dominant Factor,0
wVLk86GhdvY,T-Series Kids Hut,RIG a JIG JIG Nursery Rhyme,1,131,Green,69752,6,Nursery Rhymes,1,18-03-2015,Repetitive Music/Audio,0
V9RfmH6IJw,Cartoonito,SOS Mischief,0,75,Brown,46714,2,Entertainment ,1,29-09-2016,No Dominant Factor,0
8uCFMLxTzMI,Drawing Dayss,How to draw Scenery| How to draw scenary | Landscape,0,318,Green,279,9,Education,1,01-07-2024,No Dominant Factor,0
0czvQIZz09E,Disney Jr,Mermaid Rescue,1,307,Purple,201552399,2,Entertainment,1,11-03-2021,Familiar Characters,1
eUDzRl16GuQ,Popeye And Friends Official,Classic Popeye: Oil's Well that Ends Well,1,344,Multi Colors,227270,7,Entertainment,1,29-07-2022,Distinctive Sound Effects,1
KehlqRhYTbI,WildBrain Kids,Mr Bean  DOUBLE TROUBLE ,1,645,Brown,67985812,4,Entertainment ,1,29-03-2019,Familiar Characters,1
u5rjWJyV6sU,N Recaps Animation,Man Finds Innocent Crocodile that Sings and Dances,1,705,No Dominant Color,7902,8,Informative,0,24-11-2022,No Dominant Factor,0
wnzfcfbGp0c,Britishingly Confusing,American English vs British English: 30 Word Differences with Pronunciation,1,136,No Dominant Color,2341,11,Informative,0,26-06-2025,No Dominant Factor,0
yX-wu9cnp7M,Peekaboo Kidz,The Dubby Dubs Theme Song,1,128,Yellow,341658,5,Music,1,14-11-2014,Repetitive Music/Audio,1
AQKSJB44Y_E,NCERT OFFICIAL,"NCERT Text Book Class 3, Family and Friends #Ciet",1,553,No Dominant Color,3910,9,Education,1,13-12-2024,Engaging Narrative,0
daWr9xnkKS4,Formula 1,Race Highlights 2025 British Grand Prix,1,496,No Dominant Color,6318545,6,Entertainment ,0,06-07-2025,No Dominant Factor,0
wkKImZLxcV4,Emotional Plus,God Message For You Today: Jesus Is Right There...Don't Ignore,0,220,Yellow,31,11,Motivation,0,27-07-2025,Religious,0
PQ6Wz4gSkW4,PunToon Kids - English,Practice makes perfect | Animated Stories | English Cartoon | Moral Stories | PunToon Kids,1,860,Multi Colors,497248,11,Motivation,1,10-05-2023,On-screen Positive Feedback,1
gMZvxbKIV3k,Vooks,Tony Baroni Loves Macaroni!,0,264,Pastel Colors,507561,4,Short Story,1,29-03-2025,Engaging Narrative,0
UpzCuKkveTI,Futuristic Tech,15 AMAZING INVENTIONS THAT WILL CHANGE YOUR LIFE,1,963,No Dominant Color,2175793,7,Informative,0,28-02-2024,No Dominant Factor,0
g8tiUAMh3KA,Disney Channel Animation,Video Game Simulation,0,244,Yellow,20024257,3,Gaming,1,05-02-2025,Visual Effects,1
8RjY-_lJmmA,Train Tuber,Reaching Muttarasanallur An Evening View from Erode Fast Passenger,0,237,Green,53,9,Tourism,0,15-06-2020,No Dominant Factor,0
r8vH06Dnj5o,SIM2,I Made Ronaldo TINY,1,597,Green,2981527,4,Music,0,25-03-2023,Distinctive Sound Effects,1
LB6F2PRKVoY,DiscoveryChannellnd,PM Modi's Survival Against Nature!,1,2455,No Dominant Color,423210,5,Informative,0,28-10-2024,Exploration and Discovery,1
XeO5RoVFkIY,Studio,How Charlie Puth Writes a HIT Chorus,1,2072,Brown,155726,7,Music,0,24-04-2025,No Dominant Factor,1
NxAhmHNaGqE,Woolly and Tig Official Channel,â€ª@WoollyandTigOfficialâ€¬- Splash! ,1,259,Pink,127698167,2,Entertainment ,1,12-04-2021,Familiar Characters,1
hGwG--GZEfw,Ryan's World,Walking Water Science Experiments for Kids!!!,0,292,Multi Colors,14013329,6,Education,1,14-09-2019,Familiar Characters,0
ApXoWvfEYVU,Post Malone,"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse) (Official Video)",1,161,No Dominant Color,2723389186,13,Music,0,18-10-2018,Catchy/Melodic Music,1
FbnPIYcysV8,BabyBus - Kids Songs and Cartoons,My Turn My Turn,1,1016,Yellow,27459533,4,Nursery Rhymes,1,18-07-2025,Catchy/Melodic Music,1
HAAtr_5SmOc,Universe Unfold,The Heisenberg Limit.,1,1603,Black,1145,3,Education,0,20-08-2023,No Dominant Factor,0
KriBQVhsgZk,mycoolvideos,Nike Football: The Last Game full edition,1,422,No Dominant Color,200580788,7,Entertainment,0,09-12-2015,Familiar Characters,1
A7yJ0EKQ0s,Nathan Morris,Shake The Nations Ministries 2024 Highlight Video,1,320,Black,166336,6,Informative,0,02-04-2025,Humanity,1
IcvyW0wcXRg,Kidibli,Cars 3 Toys with Lightning McQueen for Kids,0,603,Red,775313191,8,Entertainment ,1,04-08-2019,Distinctive Sound Effects,1
U5_O5_h9TwA,Travel Kids,China: Pandas - Travel Kids in Asia | China: New Years,1,422,Red,13976,9,Tourism,1,18-08-2024,Exploration and Discovery,0
jJ8xtB-JR-Q,Kalle Anka &C:o,DonaldDuckSnowFight,1,435,Blue,2211434,4,Entertainment,1,20-12-2018,Distinctive Sound Effects,1
4hiENsNt6pU,BBC Earth,Exploring the Adorable World of Baby Animals | BBC Earth,1,2341,No Dominant Color,426197,9,Documentary,0,17-01-2024,Animals,0
ea5M5sFXZbw,real miniworld,Miniature Movable Solar System,1,15,No Dominant Color,864,4,Entertainment,0,21-07-2025,Eye Catching Miniatures,0
YhHYYiBlKTg,ZenVoice,Your Mind is Your Greatest Enemy â€“ Hereâ€™s How to Control It,1,522,No Dominant Color,245596,10,Informative,0,09-02-2025,No Dominant Factor,0
G-bYSs99E48,Fireman Sam,Fireman Sam Air Rescue!,1,1048,Multi Colors,3069259,4,Entertainment,0,19-06-2021,Distinctive Sound Effects,1
oRDRfikj2z8,Scenic Scenes,Baby Animals 4K - Amazing World Of Young Animals,0,1629,Green,19425819,8,Informative,0,16-09-2022,No Dominant Factor,0
4aN5TbGW5JA,Sprouts,The Pygmalion Effect,0,286,White,18907872,3,Education,0,29-05-2019,Distinctive Sound Effects,1
Svtr-p4mrQ8,BBC Radio 1,Ed Sheeran - Shape of You (The Biggest Weekend),1,281,No Dominant Color,41140693,8,Music,0,27-05-2018,Familiar Characters,1
6PV-85gnxkw,Topsy & Tim - WildBrain,Topsy & Tim 302 - Hospital Visit,1,720,Blue,28475251,5,Entertainment,1,05-09-2019,Exploration and Discovery,1
xVvISO9DghQ,Cosmic Kids Yoga,Cosmic Kids DVD - out now!,0,43,Pink,40954,5,Advertisement,1,12-12-2012,No Dominant Factor,0
AuIo_GDxA_Q,BAGONG LANGIT,JESUS IS THE LORD,0,555,No Dominant Color,14142,4,Music,0,12-07-2025,No Dominant Factor,0
GZkvPOT7w-M,littlelambfilms,Funny Indian TVC about a man with a rope!!!,1,59,No Dominant Color,8467,9,Advertisement,0,13-02-2008,No Dominant Factor,0
21c1CrCZKOc,Kids Diana Show,Oliver Inside the CARDBOARD House Challenge,1,1766,Brown,105598700,6,Entertainment,1,07-03-2025,Imaginative Play Scenarios,1
35HowuAepe0,World Friends,American react to chinese english,1,390,White,331530,5,Entertainment,0,23-03-2021,Element of Surprise,1
YbGHfXRlIlw,LiaChaCha - Nursery Rhymes & Baby Songs,Weather Song ,1,12017,Red,2787560,2,Music,1,07-06-2025,Repetitive Music/Audio,1
oGtwrggZbq0,Netflix Jr.,Hankâ€™s First Slumber Partyâ€¦ with Pizza!  Trash Truck,1,274,Peach,8357621,8,Entertainment,1,10-11-2020,Visual Effects,1
INYqyOPAP9Y,Ms Rachel - Toddler Learning Videos,Toddler Learning Video with Ms Rachel,0,3638,Pink,246634516,6,Education,1,06-02-2023,Distinctive Sound Effects,1
FFuiKtPCV2o,Like English,Lisa is at the SQUIT GAMES ... ,0,1659,Grey,435805,6,Short Story,0,13-01-2025,No Dominant Factor,0
hDkTz75lh7Y,Vlad and Niki,Batcave Playset Kids Toy Unboxing and Play with Vlad & Niki,1,261,Yellow,124744091,10,Entertainment ,1,07-06-2022,Element of Surprise,1
pmPVNVrLFF4,Tayo the Little Bus,My friend Cargo Tayo S6 Short Episode  Kids Cartoon Tayo the Little Bus,1,667,Green,3683947,13,Entertainment ,1,04-03-2024,Engaging Narrative,1
NHJbVdRbLqs,LooLoo Kids - Nursery Rhymes and Children's Songs,Johny Johny Yes Papa - Learn Colors with BalloonsÂ ,1,221,Peach,28525298,8,Music,1,25-06-2025,Repetitive Music/Audio,1
OoiwkPyWmoM,Box Yourself,Crafts Ideas for Kids - Plastic Glove Handphone,1,178,Orange,120024341,7,Informative,1,26-12-2025,Creative Elements,1
DS88TwUvzjM,coilbook,Sergeant Cooper the Police Car - Real City Heroes,1,762,White,292033191,8,Entertainment,1,16-05-2015,Visual Effects,1
U_DhgLz_yBg,Mini Yummy,Tasty Idea Cook Delicious KFC x Lay's BBQ Crunch Chicken in Miniature Kitchen,1,244,Peach,9146773,12,Entertainment,0,03-09-2022,Eye Catching Miniatures,1
IM38CTVKNbw,Vibe aura,You'll NEVER see your life the same way again...,0,295,Black,26,9,Motivation,0,24-07-2025,Engaging Narrative,0
GFRgBJLjx6I,Max Fosh,I Hatched A Fish From Supermarket Caviar,1,620,White,5428054,7,Entertainment ,0,18-06-2023,Element of Surprise,1
